"Step","experiment_AmpBPR2_1.5302548366951503_0.0 - mf_loss","experiment_AmpBPR2_1.5302548366951503_0.0 - mf_loss__MIN","experiment_AmpBPR2_1.5302548366951503_0.0 - mf_loss__MAX","experiment_AmpBPR1_1.5302548366951503_0.0 - mf_loss","experiment_AmpBPR1_1.5302548366951503_0.0 - mf_loss__MIN","experiment_AmpBPR1_1.5302548366951503_0.0 - mf_loss__MAX","experiment_OriginalBPR_1.5302548366951503_0.0 - mf_loss","experiment_OriginalBPR_1.5302548366951503_0.0 - mf_loss__MIN","experiment_OriginalBPR_1.5302548366951503_0.0 - mf_loss__MAX","experiment_AmpBPR2_1.7672886054282924_0.0 - mf_loss","experiment_AmpBPR2_1.7672886054282924_0.0 - mf_loss__MIN","experiment_AmpBPR2_1.7672886054282924_0.0 - mf_loss__MAX","experiment_AmpBPR1_1.7672886054282924_0.0 - mf_loss","experiment_AmpBPR1_1.7672886054282924_0.0 - mf_loss__MIN","experiment_AmpBPR1_1.7672886054282924_0.0 - mf_loss__MAX","experiment_OriginalBPR_1.7672886054282924_0.0 - mf_loss","experiment_OriginalBPR_1.7672886054282924_0.0 - mf_loss__MIN","experiment_OriginalBPR_1.7672886054282924_0.0 - mf_loss__MAX","experiment_AmpBPR2_1.5606823473502276_0.0 - mf_loss","experiment_AmpBPR2_1.5606823473502276_0.0 - mf_loss__MIN","experiment_AmpBPR2_1.5606823473502276_0.0 - mf_loss__MAX","experiment_AmpBPR1_1.5606823473502276_0.0 - mf_loss","experiment_AmpBPR1_1.5606823473502276_0.0 - mf_loss__MIN","experiment_AmpBPR1_1.5606823473502276_0.0 - mf_loss__MAX","experiment_OriginalBPR_1.5606823473502276_0.0 - mf_loss","experiment_OriginalBPR_1.5606823473502276_0.0 - mf_loss__MIN","experiment_OriginalBPR_1.5606823473502276_0.0 - mf_loss__MAX","experiment_AmpBPR2_1.7912694364187152_0.0 - mf_loss","experiment_AmpBPR2_1.7912694364187152_0.0 - mf_loss__MIN","experiment_AmpBPR2_1.7912694364187152_0.0 - mf_loss__MAX","experiment_AmpBPR1_1.7912694364187152_0.0 - mf_loss","experiment_AmpBPR1_1.7912694364187152_0.0 - mf_loss__MIN","experiment_AmpBPR1_1.7912694364187152_0.0 - mf_loss__MAX","experiment_OriginalBPR_1.7912694364187152_0.0 - mf_loss","experiment_OriginalBPR_1.7912694364187152_0.0 - mf_loss__MIN","experiment_OriginalBPR_1.7912694364187152_0.0 - mf_loss__MAX","experiment_AmpBPR2_1.4170220047025741_0.0 - mf_loss","experiment_AmpBPR2_1.4170220047025741_0.0 - mf_loss__MIN","experiment_AmpBPR2_1.4170220047025741_0.0 - mf_loss__MAX","experiment_AmpBPR1_1.4170220047025741_0.0 - mf_loss","experiment_AmpBPR1_1.4170220047025741_0.0 - mf_loss__MIN","experiment_AmpBPR1_1.4170220047025741_0.0 - mf_loss__MAX","experiment_OriginalBPR_1.4170220047025741_0.0 - mf_loss","experiment_OriginalBPR_1.4170220047025741_0.0 - mf_loss__MIN","experiment_OriginalBPR_1.4170220047025741_0.0 - mf_loss__MAX","experiment_AmpBPR2_1.596736463578797_0.0 - mf_loss","experiment_AmpBPR2_1.596736463578797_0.0 - mf_loss__MIN","experiment_AmpBPR2_1.596736463578797_0.0 - mf_loss__MAX","experiment_AmpBPR1_1.596736463578797_0.0 - mf_loss","experiment_AmpBPR1_1.596736463578797_0.0 - mf_loss__MIN","experiment_AmpBPR1_1.596736463578797_0.0 - mf_loss__MAX","experiment_OriginalBPR_1.596736463578797_0.0 - mf_loss","experiment_OriginalBPR_1.596736463578797_0.0 - mf_loss__MIN","experiment_OriginalBPR_1.596736463578797_0.0 - mf_loss__MAX","experiment_AmpBPR2_1.6492323458331901_0.0 - mf_loss","experiment_AmpBPR2_1.6492323458331901_0.0 - mf_loss__MIN","experiment_AmpBPR2_1.6492323458331901_0.0 - mf_loss__MAX","experiment_AmpBPR1_1.6492323458331901_0.0 - mf_loss","experiment_AmpBPR1_1.6492323458331901_0.0 - mf_loss__MIN","experiment_AmpBPR1_1.6492323458331901_0.0 - mf_loss__MAX","experiment_OriginalBPR_1.6492323458331901_0.0 - mf_loss","experiment_OriginalBPR_1.6492323458331901_0.0 - mf_loss__MIN","experiment_OriginalBPR_1.6492323458331901_0.0 - mf_loss__MAX","experiment_AmpBPR2_1.2157148817244199_0.0 - mf_loss","experiment_AmpBPR2_1.2157148817244199_0.0 - mf_loss__MIN","experiment_AmpBPR2_1.2157148817244199_0.0 - mf_loss__MAX","experiment_AmpBPR1_1.2157148817244199_0.0 - mf_loss","experiment_AmpBPR1_1.2157148817244199_0.0 - mf_loss__MIN","experiment_AmpBPR1_1.2157148817244199_0.0 - mf_loss__MAX","experiment_OriginalBPR_1.2157148817244199_0.0 - mf_loss","experiment_OriginalBPR_1.2157148817244199_0.0 - mf_loss__MIN","experiment_OriginalBPR_1.2157148817244199_0.0 - mf_loss__MAX","experiment_AmpBPR2_1.620738465927356_0.0 - mf_loss","experiment_AmpBPR2_1.620738465927356_0.0 - mf_loss__MIN","experiment_AmpBPR2_1.620738465927356_0.0 - mf_loss__MAX","experiment_AmpBPR1_1.620738465927356_0.0 - mf_loss","experiment_AmpBPR1_1.620738465927356_0.0 - mf_loss__MIN","experiment_AmpBPR1_1.620738465927356_0.0 - mf_loss__MAX","experiment_OriginalBPR_1.620738465927356_0.0 - mf_loss","experiment_OriginalBPR_1.620738465927356_0.0 - mf_loss__MIN","experiment_OriginalBPR_1.620738465927356_0.0 - mf_loss__MAX","experiment_AmpBPR2_1.5488135039273248_0.0 - mf_loss","experiment_AmpBPR2_1.5488135039273248_0.0 - mf_loss__MIN","experiment_AmpBPR2_1.5488135039273248_0.0 - mf_loss__MAX","experiment_AmpBPR1_1.5488135039273248_0.0 - mf_loss","experiment_AmpBPR1_1.5488135039273248_0.0 - mf_loss__MIN","experiment_AmpBPR1_1.5488135039273248_0.0 - mf_loss__MAX","experiment_OriginalBPR_1.5488135039273248_0.0 - mf_loss","experiment_OriginalBPR_1.5488135039273248_0.0 - mf_loss__MIN","experiment_OriginalBPR_1.5488135039273248_0.0 - mf_loss__MAX"
"10","0.14505860577278495","0.14505860577278495","0.14505860577278495","0.07982229597017736","0.07982229597017736","0.07982229597017736","0.09570004696710198","0.09570004696710198","0.09570004696710198","0.16874473079850402","0.16874473079850402","0.16874473079850402","0.07422371317125571","0.07422371317125571","0.07422371317125571","0.09639563260576393","0.09639563260576393","0.09639563260576393","0.15055454824166964","0.15055454824166964","0.15055454824166964","0.07971303867576995","0.07971303867576995","0.07971303867576995","0.09507456487869916","0.09507456487869916","0.09507456487869916","0.16427345328693146","0.16427345328693146","0.16427345328693146","0.07552509099433692","0.07552509099433692","0.07552509099433692","0.09510071603934978","0.09510071603934978","0.09510071603934978","0.14023278059461447","0.14023278059461447","0.14023278059461447","0.0836273040386695","0.0836273040386695","0.0836273040386695","0.09695831356169309","0.09695831356169309","0.09695831356169309","0.15288015653060957","0.15288015653060957","0.15288015653060957","0.07902794746281223","0.07902794746281223","0.07902794746281223","0.0943422927698003","0.0943422927698003","0.0943422927698003","0.15566889488998845","0.15566889488998845","0.15566889488998845","0.07544759378025806","0.07544759378025806","0.07544759378025806","0.09811750780555267","0.09811750780555267","0.09811750780555267","0.11829815701216082","0.11829815701216082","0.11829815701216082","0.08970569941816452","0.08970569941816452","0.08970569941816452","0.09304568011172208","0.09304568011172208","0.09304568011172208","0.15388229876002182","0.15388229876002182","0.15388229876002182","0.07608503018376195","0.07608503018376195","0.07608503018376195","0.09359883356697951","0.09359883356697951","0.09359883356697951","0.14822073422278034","0.14822073422278034","0.14822073422278034","0.08131263838915882","0.08131263838915882","0.08131263838915882","0.09560649568521527","0.09560649568521527","0.09560649568521527"
"11","0.13806044178295737","0.13806044178295737","0.13806044178295737","0.07276614189525193","0.07276614189525193","0.07276614189525193","0.09236999591694599","0.09236999591694599","0.09236999591694599","0.15911956489840645","0.15911956489840645","0.15911956489840645","0.06946604920527603","0.06946604920527603","0.06946604920527603","0.08994146078070507","0.08994146078070507","0.08994146078070507","0.1430229275852819","0.1430229275852819","0.1430229275852819","0.07401195017597342","0.07401195017597342","0.07401195017597342","0.08848147320596475","0.08848147320596475","0.08848147320596475","0.16030798475199112","0.16030798475199112","0.16030798475199112","0.07091810997528367","0.07091810997528367","0.07091810997528367","0.09083738866486128","0.09083738866486128","0.09083738866486128","0.1280907428340067","0.1280907428340067","0.1280907428340067","0.07796080660405039","0.07796080660405039","0.07796080660405039","0.09210392049973523","0.09210392049973523","0.09210392049973523","0.14751930591426318","0.14751930591426318","0.14751930591426318","0.07073365250908877","0.07073365250908877","0.07073365250908877","0.08924615307699274","0.08924615307699274","0.08924615307699274","0.14977079111186753","0.14977079111186753","0.14977079111186753","0.06919536503809916","0.06919536503809916","0.06919536503809916","0.09250889416736893","0.09250889416736893","0.09250889416736893","0.11301101055703588","0.11301101055703588","0.11301101055703588","0.08257955704120142","0.08257955704120142","0.08257955704120142","0.08623309188251252","0.08623309188251252","0.08623309188251252","0.14553449849916408","0.14553449849916408","0.14553449849916408","0.07282355974746657","0.07282355974746657","0.07282355974746657","0.08926646609472319","0.08926646609472319","0.08926646609472319","0.14076519908407062","0.14076519908407062","0.14076519908407062","0.07364543239715732","0.07364543239715732","0.07364543239715732","0.09110264668736276","0.09110264668736276","0.09110264668736276"
"12","0.13177139425202256","0.13177139425202256","0.13177139425202256","0.07082296176990377","0.07082296176990377","0.07082296176990377","0.08458724061522302","0.08458724061522302","0.08458724061522302","0.15324098324473903","0.15324098324473903","0.15324098324473903","0.06711734180586246","0.06711734180586246","0.06711734180586246","0.08335408757004557","0.08335408757004557","0.08335408757004557","0.13335548661932162","0.13335548661932162","0.13335548661932162","0.06979188709696636","0.06979188709696636","0.06979188709696636","0.08519480660369128","0.08519480660369128","0.08519480660369128","0.15298468402669405","0.15298468402669405","0.15298468402669405","0.06324775997973694","0.06324775997973694","0.06324775997973694","0.0830665233580372","0.0830665233580372","0.0830665233580372","0.1265649099515964","0.1265649099515964","0.1265649099515964","0.07331044816329511","0.07331044816329511","0.07331044816329511","0.08455138262125511","0.08455138262125511","0.08455138262125511","0.13977240403241747","0.13977240403241747","0.13977240403241747","0.06877627030392237","0.06877627030392237","0.06877627030392237","0.08310349875047236","0.08310349875047236","0.08310349875047236","0.14020028380276284","0.14020028380276284","0.14020028380276284","0.06584355739664428","0.06584355739664428","0.06584355739664428","0.08572404685465594","0.08572404685465594","0.08572404685465594","0.10727702250963528","0.10727702250963528","0.10727702250963528","0.07744518691037275","0.07744518691037275","0.07744518691037275","0.08232328970032401","0.08232328970032401","0.08232328970032401","0.1397160124741024","0.1397160124741024","0.1397160124741024","0.06682123856831201","0.06682123856831201","0.06682123856831201","0.08489233236524121","0.08489233236524121","0.08489233236524121","0.1367607198749916","0.1367607198749916","0.1367607198749916","0.07029006403835512","0.07029006403835512","0.07029006403835512","0.08461058441596697","0.08461058441596697","0.08461058441596697"
"13","0.1254388899365558","0.1254388899365558","0.1254388899365558","0.06479955874855005","0.06479955874855005","0.06479955874855005","0.08077799142161503","0.08077799142161503","0.08077799142161503","0.14224382895457593","0.14224382895457593","0.14224382895457593","0.06332407731421384","0.06332407731421384","0.06332407731421384","0.08163827110694931","0.08163827110694931","0.08163827110694931","0.12819148383185838","0.12819148383185838","0.12819148383185838","0.06457896601361565","0.06457896601361565","0.06457896601361565","0.07997553555082672","0.07997553555082672","0.07997553555082672","0.14449441649868514","0.14449441649868514","0.14449441649868514","0.062485906472311746","0.062485906472311746","0.062485906472311746","0.07828642399627951","0.07828642399627951","0.07828642399627951","0.11882851140785824","0.11882851140785824","0.11882851140785824","0.06979055834721916","0.06979055834721916","0.06979055834721916","0.07796598475756528","0.07796598475756528","0.07796598475756528","0.13773161238884624","0.13773161238884624","0.13773161238884624","0.06310494663783268","0.06310494663783268","0.06310494663783268","0.0804119559971592","0.0804119559971592","0.0804119559971592","0.13630524221100382","0.13630524221100382","0.13630524221100382","0.061483030077777334","0.061483030077777334","0.061483030077777334","0.08028977100230472","0.08028977100230472","0.08028977100230472","0.10013421964419038","0.10013421964419038","0.10013421964419038","0.07521973908702025","0.07521973908702025","0.07521973908702025","0.07592871822888338","0.07592871822888338","0.07592871822888338","0.1324952193830587","0.1324952193830587","0.1324952193830587","0.06357737635321255","0.06357737635321255","0.06357737635321255","0.07742251691561709","0.07742251691561709","0.07742251691561709","0.12627115119484403","0.12627115119484403","0.12627115119484403","0.06523605789753455","0.06523605789753455","0.06523605789753455","0.07873387559305263","0.07873387559305263","0.07873387559305263"
"14","0.11662304316517667","0.11662304316517667","0.11662304316517667","0.06017511823697934","0.06017511823697934","0.06017511823697934","0.07631882355560231","0.07631882355560231","0.07631882355560231","0.1382126297000088","0.1382126297000088","0.1382126297000088","0.06002421068805682","0.06002421068805682","0.06002421068805682","0.07554849638025973","0.07554849638025973","0.07554849638025973","0.12415842061178596","0.12415842061178596","0.12415842061178596","0.060900078214044806","0.060900078214044806","0.060900078214044806","0.07325414511599118","0.07325414511599118","0.07325414511599118","0.1380358062967469","0.1380358062967469","0.1380358062967469","0.05691496150780327","0.05691496150780327","0.05691496150780327","0.0735803897245021","0.0735803897245021","0.0735803897245021","0.11282559465381163","0.11282559465381163","0.11282559465381163","0.0666183962757829","0.0666183962757829","0.0666183962757829","0.07477150225563893","0.07477150225563893","0.07477150225563893","0.12480314821004868","0.12480314821004868","0.12480314821004868","0.05952724517334866","0.05952724517334866","0.05952724517334866","0.0750182624198968","0.0750182624198968","0.0750182624198968","0.12796328235653384","0.12796328235653384","0.12796328235653384","0.05924030563122109","0.05924030563122109","0.05924030563122109","0.07564781106348277","0.07564781106348277","0.07564781106348277","0.0932253820798065","0.0932253820798065","0.0932253820798065","0.06963202390301079","0.06963202390301079","0.06963202390301079","0.07177917956362792","0.07177917956362792","0.07177917956362792","0.12735152216274526","0.12735152216274526","0.12735152216274526","0.06169152990738048","0.06169152990738048","0.06169152990738048","0.07381910047953641","0.07381910047953641","0.07381910047953641","0.12097666799267634","0.12097666799267634","0.12097666799267634","0.06259782447279255","0.06259782447279255","0.06259782447279255","0.0747494589112982","0.0747494589112982","0.0747494589112982"
"15","0.11451153485458104","0.11451153485458104","0.11451153485458104","0.05966715575962128","0.05966715575962128","0.05966715575962128","0.07334192394267151","0.07334192394267151","0.07334192394267151","0.1332618084889424","0.1332618084889424","0.1332618084889424","0.05577618138322346","0.05577618138322346","0.05577618138322346","0.06978044324094737","0.06978044324094737","0.06978044324094737","0.11698491258334512","0.11698491258334512","0.11698491258334512","0.056877873885103424","0.056877873885103424","0.056877873885103424","0.06964400523825535","0.06964400523825535","0.06964400523825535","0.1362747320834594","0.1362747320834594","0.1362747320834594","0.05305724218487738","0.05305724218487738","0.05305724218487738","0.07015351333384273","0.07015351333384273","0.07015351333384273","0.10832328170160704","0.10832328170160704","0.10832328170160704","0.059895269431268106","0.059895269431268106","0.059895269431268106","0.070086892458457","0.070086892458457","0.070086892458457","0.12373088979268379","0.12373088979268379","0.12373088979268379","0.0581098694967318","0.0581098694967318","0.0581098694967318","0.06807606327760067","0.06807606327760067","0.06807606327760067","0.12502386835934237","0.12502386835934237","0.12502386835934237","0.054253536689130556","0.054253536689130556","0.054253536689130556","0.07169312908302383","0.07169312908302383","0.07169312908302383","0.09025033299304262","0.09025033299304262","0.09025033299304262","0.06593121757990199","0.06593121757990199","0.06593121757990199","0.06782308484934557","0.06782308484934557","0.06782308484934557","0.12078343822231775","0.12078343822231775","0.12078343822231775","0.05751037427896186","0.05751037427896186","0.05751037427896186","0.06767476548122454","0.06767476548122454","0.06767476548122454","0.11647394639027268","0.11647394639027268","0.11647394639027268","0.05729598957526532","0.05729598957526532","0.05729598957526532","0.0672061894607695","0.0672061894607695","0.0672061894607695"
"16","0.10945791336177274","0.10945791336177274","0.10945791336177274","0.056061909970226156","0.056061909970226156","0.056061909970226156","0.07030344325341756","0.07030344325341756","0.07030344325341756","0.1290646173720118","0.1290646173720118","0.1290646173720118","0.05305422130453438","0.05305422130453438","0.05305422130453438","0.06808515685268594","0.06808515685268594","0.06808515685268594","0.11136982542804526","0.11136982542804526","0.11136982542804526","0.05379871194121205","0.05379871194121205","0.05379871194121205","0.07021065178928493","0.07021065178928493","0.07021065178928493","0.12963726852513568","0.12963726852513568","0.12963726852513568","0.05110467225313189","0.05110467225313189","0.05110467225313189","0.06743183302917061","0.06743183302917061","0.06743183302917061","0.10164163139047505","0.10164163139047505","0.10164163139047505","0.057744079281257694","0.057744079281257694","0.057744079281257694","0.06751622269047966","0.06751622269047966","0.06751622269047966","0.11954742500299143","0.11954742500299143","0.11954742500299143","0.055855579014065904","0.055855579014065904","0.055855579014065904","0.06718840190692794","0.06718840190692794","0.06718840190692794","0.12221184382333032","0.12221184382333032","0.12221184382333032","0.05247235151974461","0.05247235151974461","0.05247235151974461","0.06730911432753636","0.06730911432753636","0.06730911432753636","0.08823324192928364","0.08823324192928364","0.08823324192928364","0.0618498926581461","0.0618498926581461","0.0618498926581461","0.0664009731970256","0.0664009731970256","0.0664009731970256","0.11741078814750985","0.11741078814750985","0.11741078814750985","0.05296535308979732","0.05296535308979732","0.05296535308979732","0.06692366688689097","0.06692366688689097","0.06692366688689097","0.11373716837997681","0.11373716837997681","0.11373716837997681","0.055383667679904394","0.055383667679904394","0.055383667679904394","0.06596428344521346","0.06596428344521346","0.06596428344521346"
"17","0.10782917683260351","0.10782917683260351","0.10782917683260351","0.0548356502210792","0.0548356502210792","0.0548356502210792","0.06542714091041421","0.06542714091041421","0.06542714091041421","0.12550613793391216","0.12550613793391216","0.12550613793391216","0.048701730309219295","0.048701730309219295","0.048701730309219295","0.06315790753387199","0.06315790753387199","0.06315790753387199","0.11059360988909683","0.11059360988909683","0.11059360988909683","0.05232335249834424","0.05232335249834424","0.05232335249834424","0.06526933242625825","0.06526933242625825","0.06526933242625825","0.12588764566786678","0.12588764566786678","0.12588764566786678","0.048298789211843565","0.048298789211843565","0.048298789211843565","0.06354485405019568","0.06354485405019568","0.06354485405019568","0.10033459140907358","0.10033459140907358","0.10033459140907358","0.05472028769458395","0.05472028769458395","0.05472028769458395","0.06469687871352024","0.06469687871352024","0.06469687871352024","0.11459314842012862","0.11459314842012862","0.11459314842012862","0.0523969859733612","0.0523969859733612","0.0523969859733612","0.06313912391285352","0.06313912391285352","0.06313912391285352","0.11650817860153652","0.11650817860153652","0.11650817860153652","0.04859445739207388","0.04859445739207388","0.04859445739207388","0.06389147863735128","0.06389147863735128","0.06389147863735128","0.08277825539625146","0.08277825539625146","0.08277825539625146","0.05971334308763093","0.05971334308763093","0.05971334308763093","0.061987852889902995","0.061987852889902995","0.061987852889902995","0.11345140928331808","0.11345140928331808","0.11345140928331808","0.04946814526957046","0.04946814526957046","0.04946814526957046","0.06123461640333829","0.06123461640333829","0.06123461640333829","0.10839535248807712","0.10839535248807712","0.10839535248807712","0.052796728013059756","0.052796728013059756","0.052796728013059756","0.06410821913918362","0.06410821913918362","0.06410821913918362"
"18","0.09990230183812637","0.09990230183812637","0.09990230183812637","0.050288525940496695","0.050288525940496695","0.050288525940496695","0.06364052704995192","0.06364052704995192","0.06364052704995192","0.12213861895135687","0.12213861895135687","0.12213861895135687","0.046867852252495436","0.046867852252495436","0.046867852252495436","0.06086856376709816","0.06086856376709816","0.06086856376709816","0.1036270235346842","0.1036270235346842","0.1036270235346842","0.049294271753935893","0.049294271753935893","0.049294271753935893","0.059571528878015846","0.059571528878015846","0.059571528878015846","0.12468445357642595","0.12468445357642595","0.12468445357642595","0.04679099078985709","0.04679099078985709","0.04679099078985709","0.06180089589538453","0.06180089589538453","0.06180089589538453","0.09641438335934775","0.09641438335934775","0.09641438335934775","0.05336964012512676","0.05336964012512676","0.05336964012512676","0.06095900275756285","0.06095900275756285","0.06095900275756285","0.11368708331373678","0.11368708331373678","0.11368708331373678","0.048749924130454834","0.048749924130454834","0.048749924130454834","0.06198110700219493","0.06198110700219493","0.06198110700219493","0.11130649973697303","0.11130649973697303","0.11130649973697303","0.04734222807838947","0.04734222807838947","0.04734222807838947","0.06330276700326157","0.06330276700326157","0.06330276700326157","0.07884544605695748","0.07884544605695748","0.07884544605695748","0.055126205935508404","0.055126205935508404","0.055126205935508404","0.05954508799352225","0.05954508799352225","0.05954508799352225","0.11245924753101567","0.11245924753101567","0.11245924753101567","0.04993649227898333","0.04993649227898333","0.04993649227898333","0.061273151843608174","0.061273151843608174","0.061273151843608174","0.10373419061114512","0.10373419061114512","0.10373419061114512","0.050846324502667295","0.050846324502667295","0.050846324502667295","0.06088387155080144","0.06088387155080144","0.06088387155080144"
"19","0.09784422135805787","0.09784422135805787","0.09784422135805787","0.049075273679027066","0.049075273679027066","0.049075273679027066","0.05750929502935347","0.05750929502935347","0.05750929502935347","0.11905369190852857","0.11905369190852857","0.11905369190852857","0.04492304731113247","0.04492304731113247","0.04492304731113247","0.05846920090762875","0.05846920090762875","0.05846920090762875","0.10169149567432041","0.10169149567432041","0.10169149567432041","0.04649829588641849","0.04649829588641849","0.04649829588641849","0.05870290067565592","0.05870290067565592","0.05870290067565592","0.1166030429775202","0.1166030429775202","0.1166030429775202","0.043165694639275345","0.043165694639275345","0.043165694639275345","0.05751008828040919","0.05751008828040919","0.05751008828040919","0.09142917781313764","0.09142917781313764","0.09142917781313764","0.04991865313694446","0.04991865313694446","0.04991865313694446","0.05843148941669283","0.05843148941669283","0.05843148941669283","0.1065518164747878","0.1065518164747878","0.1065518164747878","0.04748118621639058","0.04748118621639058","0.04748118621639058","0.05790649849591374","0.05790649849591374","0.05790649849591374","0.10726841699473463","0.10726841699473463","0.10726841699473463","0.04521471830202809","0.04521471830202809","0.04521471830202809","0.0592983747490599","0.0592983747490599","0.0592983747490599","0.07728058547724653","0.07728058547724653","0.07728058547724653","0.050831696796643594","0.050831696796643594","0.050831696796643594","0.05704860799486126","0.05704860799486126","0.05704860799486126","0.10222566005172609","0.10222566005172609","0.10222566005172609","0.048017305663869345","0.048017305663869345","0.048017305663869345","0.057780965738281426","0.057780965738281426","0.057780965738281426","0.09950496152609212","0.09950496152609212","0.09950496152609212","0.047238146155318114","0.047238146155318114","0.047238146155318114","0.05776552308963823","0.05776552308963823","0.05776552308963823"
"20","0.09745384592421444","0.09745384592421444","0.09745384592421444","0.04628262687710267","0.04628262687710267","0.04628262687710267","0.05454286470820634","0.05454286470820634","0.05454286470820634","0.1144204018048093","0.1144204018048093","0.1144204018048093","0.0441809215500385","0.0441809215500385","0.0441809215500385","0.05587009590449213","0.05587009590449213","0.05587009590449213","0.09725310842070402","0.09725310842070402","0.09725310842070402","0.04545109051786647","0.04545109051786647","0.04545109051786647","0.055913967045047606","0.055913967045047606","0.055913967045047606","0.11496986835440501","0.11496986835440501","0.11496986835440501","0.042689592235639104","0.042689592235639104","0.042689592235639104","0.055237537226344974","0.055237537226344974","0.055237537226344974","0.08868686133359054","0.08868686133359054","0.08868686133359054","0.04686975106596946","0.04686975106596946","0.04686975106596946","0.05476625956877878","0.05476625956877878","0.05476625956877878","0.10224278271198269","0.10224278271198269","0.10224278271198269","0.045442169390713105","0.045442169390713105","0.045442169390713105","0.058136026504673546","0.058136026504673546","0.058136026504673546","0.10479450235261192","0.10479450235261192","0.10479450235261192","0.04499555996890309","0.04499555996890309","0.04499555996890309","0.05598312243819235","0.05598312243819235","0.05598312243819235","0.07500046741547466","0.07500046741547466","0.07500046741547466","0.05181322583952283","0.05181322583952283","0.05181322583952283","0.05462800263415406","0.05462800263415406","0.05462800263415406","0.10238964789653127","0.10238964789653127","0.10238964789653127","0.04635797221732289","0.04635797221732289","0.04635797221732289","0.05493010622979719","0.05493010622979719","0.05493010622979719","0.09714891921870314","0.09714891921870314","0.09714891921870314","0.04576575364681739","0.04576575364681739","0.04576575364681739","0.05480034262696399","0.05480034262696399","0.05480034262696399"
"21","0.0915642243020142","0.0915642243020142","0.0915642243020142","0.045151148887374724","0.045151148887374724","0.045151148887374724","0.05561636751399766","0.05561636751399766","0.05561636751399766","0.11529942017190065","0.11529942017190065","0.11529942017190065","0.04186316702184797","0.04186316702184797","0.04186316702184797","0.05448443442583084","0.05448443442583084","0.05448443442583084","0.09455946955499772","0.09455946955499772","0.09455946955499772","0.04368784495546848","0.04368784495546848","0.04368784495546848","0.05390433915242364","0.05390433915242364","0.05390433915242364","0.11166173738392098","0.11166173738392098","0.11166173738392098","0.03998896981813486","0.03998896981813486","0.03998896981813486","0.050497786861054494","0.050497786861054494","0.050497786861054494","0.08635535025143924","0.08635535025143924","0.08635535025143924","0.04499247028857846","0.04499247028857846","0.04499247028857846","0.051691448999733866","0.051691448999733866","0.051691448999733866","0.10350312188833573","0.10350312188833573","0.10350312188833573","0.04423136735641502","0.04423136735641502","0.04423136735641502","0.055688873263476754","0.055688873263476754","0.055688873263476754","0.1039832823827297","0.1039832823827297","0.1039832823827297","0.04125958325081989","0.04125958325081989","0.04125958325081989","0.05286727161912979","0.05286727161912979","0.05286727161912979","0.06966180326063422","0.06966180326063422","0.06966180326063422","0.04897535040597372","0.04897535040597372","0.04897535040597372","0.051941410603025276","0.051941410603025276","0.051941410603025276","0.10270088788452031","0.10270088788452031","0.10270088788452031","0.04332022654199148","0.04332022654199148","0.04332022654199148","0.054171608501597295","0.054171608501597295","0.054171608501597295","0.09579982929214649","0.09579982929214649","0.09579982929214649","0.042703239718758605","0.042703239718758605","0.042703239718758605","0.05399213009808637","0.05399213009808637","0.05399213009808637"
"22","0.09035263899006424","0.09035263899006424","0.09035263899006424","0.044679117848790154","0.044679117848790154","0.044679117848790154","0.053071097435453254","0.053071097435453254","0.053071097435453254","0.10976213886390762","0.10976213886390762","0.10976213886390762","0.04136429135275038","0.04136429135275038","0.04136429135275038","0.05079341618509231","0.05079341618509231","0.05079341618509231","0.09191969763251798","0.09191969763251798","0.09191969763251798","0.04269874836259249","0.04269874836259249","0.04269874836259249","0.05085136269844033","0.05085136269844033","0.05085136269844033","0.10861522176220445","0.10861522176220445","0.10861522176220445","0.03854565468581417","0.03854565468581417","0.03854565468581417","0.05077048018574711","0.05077048018574711","0.05077048018574711","0.08316235800709906","0.08316235800709906","0.08316235800709906","0.04357550243693817","0.04357550243693817","0.04357550243693817","0.0518677270016338","0.0518677270016338","0.0518677270016338","0.09964404905898663","0.09964404905898663","0.09964404905898663","0.04196769774808913","0.04196769774808913","0.04196769774808913","0.05084481594871873","0.05084481594871873","0.05084481594871873","0.09869485791725449","0.09869485791725449","0.09869485791725449","0.03969630332592924","0.03969630332592924","0.03969630332592924","0.05032224707965608","0.05032224707965608","0.05032224707965608","0.07123047415214248","0.07123047415214248","0.07123047415214248","0.04677117818707151","0.04677117818707151","0.04677117818707151","0.04946228842946547","0.04946228842946547","0.04946228842946547","0.0980366709866101","0.0980366709866101","0.0980366709866101","0.04135984017313281","0.04135984017313281","0.04135984017313281","0.05020221303912658","0.05020221303912658","0.05020221303912658","0.08908450160222722","0.08908450160222722","0.08908450160222722","0.04211645358819749","0.04211645358819749","0.04211645358819749","0.04936478527475007","0.04936478527475007","0.04936478527475007"
